record_id,farmer_id,crop,state,lga,harvest_date,season,quantity_harvested_kg,post_harvest_loss_pct,quantity_sold_kg,farm_gate_price_per_kg,market_price_per_kg,gross_revenue_ngn,transport_mode,transport_cost_ngn,destination_market,days_to_market,storage_type,fertilizer_used,irrigation_used,cooperative_member
AGR-657067,FRM-05551,Cowpea,Ogun,North Sarahtown,10/22/2021,Dry Season,40454.17,15.5,34183.77,163.59,394.15,13473532.95,Rail,2000,Gbagi Market,3,Open Air,Yes,Yes,No
AGR-657068,FRM-05656,Groundnut,Zamfara,Lake Adamborough,6/5/2022,Off-Season,36206.32,6.1,33997.73,1849.47,4792.06,162919162,Van,46400,Dawanau Market,8,None,Yes,No,No
AGR-657069,FRM-08334,Soybean,Oyo,South Natalieville,11/17/2023,Off-Season,734.07,33.7,486.69,380.4,1126.72,548363.36,Boat,9500,Eke Awka,13,Open Air,Yes,No,Yes
AGR-657070,FRM-02535,Pepper,Imo,Lindabury,2/5/2023,Dry Season,10428.62,15.9,8770.47,1490.79,4355.78,38202237.82,Boat,26800,Gbagi Market,13,None,No,No,No
AGR-657071,FRM-07527,Yam,Niger,East Michele,10/24/2021,Wet Season,35364.23,23.2,27159.73,1757.73,4934.16,134010453.4,Boat,4800,Eke Awka,18,Cold Storage,No,Yes,Yes
AGR-657072,FRM-03506,Pepper,Kaduna,Cassandraborough,4/23/2023,Dry Season,41271.05,22.3,32067.61,853.07,2518.74,80769972.01,Truck,31100,Oyingbo,5,None,Yes,No,No
AGR-657073,FRM-07650,Rice,Anambra,West Faithshire,9/28/2023,Off-Season,28828.53,10.4,25830.36,1871.18,4961.66,128161464,Boat,50000,Oja Oba,20,Cold Storage,Yes,Yes,Yes
AGR-657074,FRM-00857,Maize,Kaduna,Stricklandtown,4/22/2022,Dry Season,45811.16,28.4,32800.79,479.81,1095.26,35925393.26,Truck,32100,Mile 12,7,Silo,Yes,No,Yes
AGR-657075,FRM-08936,Pepper,Zamfara,Samuelview,8/5/2022,Off-Season,11730.94,28,8446.28,421.54,1092.92,9231108.34,Van,48800,Gbagi Market,14,Cold Storage,Yes,No,Yes
AGR-657076,FRM-02945,Cassava,Borno,East Amanda,7/12/2022,Dry Season,12625.8,24.2,9570.36,1376.43,2037.95,19503915.16,Boat,9300,Oja Oba,3,Open Air,No,No,Yes
AGR-657077,FRM-00228,Soybean,Borno,Taylorside,3/31/2023,Wet Season,15636.65,14.8,13322.43,191.54,540.57,7201705.99,Van,8200,Wuse Market,7,None,Yes,No,No
AGR-657078,FRM-02960,Yam,Borno,Derrickland,10/29/2022,Dry Season,18091.16,17.9,14852.84,1565.09,3495.74,51921666.9,Motorcycle,25300,Kantin Kwari,10,Cold Storage,Yes,No,No
AGR-657079,FRM-09362,Soybean,Ogun,South Margaretmouth,2/12/2022,Dry Season,36584.03,34.8,23852.79,275.02,616.44,14703813.87,Rail,29400,Wuse Market,20,Cold Storage,Yes,No,No
AGR-657080,FRM-02843,Tomato,Oyo,Coletown,12/13/2021,Dry Season,32951.82,34.1,21715.25,1805.05,4482.24,97332962.16,Van,16500,Oja Oba,18,Cold Storage,No,No,Yes
AGR-657081,FRM-09818,Maize,Zamfara,Knappbury,4/28/2022,Dry Season,14756.07,27.9,10639.13,1161.42,2608.33,27750361.95,Van,43700,Mile 12,3,None,No,Yes,Yes
AGR-657082,FRM-02280,Wheat,Ogun,Calvinland,1/16/2022,Wet Season,1130.48,25,847.86,1130.29,1722.86,1460744.08,Van,2400,Oyingbo,12,Cold Storage,Yes,Yes,Yes
AGR-657083,FRM-00834,Cassava,Imo,Port Andrewville,4/13/2022,Off-Season,9448.65,13.4,8182.53,487.01,1197.01,9794570.24,Truck,47000,Gbagi Market,20,Cold Storage,Yes,Yes,Yes
AGR-657084,FRM-07037,Yam,Kano,North Leahmouth,11/5/2021,Dry Season,14672.79,11.5,12985.42,1804.68,2490.94,32345902.09,Van,43200,Dawanau Market,5,Cold Storage,No,Yes,No
AGR-657085,FRM-00129,Plantain,Borno,North Aprilfurt,9/3/2021,Off-Season,3669.04,24.9,2755.45,297.35,797.91,2198601.11,Boat,24800,Kantin Kwari,17,None,No,No,No
AGR-657086,FRM-03771,Cowpea,Zamfara,North Gregorychester,2/3/2022,Dry Season,23399.33,15,19889.43,1441.18,3292.23,65480578.13,Motorcycle,17600,Gbagi Market,15,None,Yes,Yes,No
AGR-657087,FRM-04104,Maize,Kaduna,Millschester,3/2/2021,Dry Season,23395.7,13,20354.26,1908.94,2524.01,51374355.78,Motorcycle,35900,Gbagi Market,16,Silo,No,No,No
AGR-657088,FRM-07835,Cassava,Borno,New Jessica,7/20/2021,Off-Season,14628.48,23,11263.93,150.79,342.85,3861838.4,Truck,9800,Gbagi Market,9,Silo,Yes,No,Yes
AGR-657089,FRM-03780,Sorghum,Oyo,Lake Jason,9/20/2023,Off-Season,34077.2,4.8,32441.49,1041.4,2719.59,88227551.79,Rail,21800,Kantin Kwari,21,Open Air,No,Yes,No
AGR-657090,FRM-04873,Plantain,Borno,Lopezmouth,8/5/2023,Wet Season,27436.7,19.4,22113.98,509.14,730.78,16160454.3,Motorcycle,1700,Kantin Kwari,9,Open Air,No,Yes,No
AGR-657091,FRM-01553,Yam,Oyo,West Samuel,12/29/2023,Wet Season,20291.37,13.5,17552.04,1643.4,4176.41,73304515.38,Van,12600,Gbagi Market,1,Cold Storage,Yes,Yes,No
AGR-657092,FRM-06041,Maize,Benue,Stephanieton,7/3/2023,Wet Season,8865.88,19.3,7154.77,478.36,1179.62,8439909.79,Motorcycle,34400,Oyingbo,11,Cold Storage,No,Yes,No
AGR-657093,FRM-09875,Soybean,Zamfara,Thomasmouth,6/14/2022,Dry Season,3176.86,19.7,2551.02,891.09,2015.55,5141708.36,Van,15500,Gbagi Market,16,None,No,Yes,No
AGR-657094,FRM-05096,Plantain,Kaduna,East Eric,7/1/2022,Off-Season,24354.28,9.2,22113.69,821.88,2382.54,52686750.97,Rail,39300,Mile 12,4,Warehouse,No,Yes,Yes
AGR-657095,FRM-04306,Yam,Oyo,New Michelleland,5/10/2021,Off-Season,33351.6,11,29682.92,1248.28,2718.05,80679660.71,Rail,7500,Oyingbo,15,None,Yes,No,No
AGR-657096,FRM-07440,Soybean,Cross River,Ronniechester,7/25/2021,Off-Season,10449.48,25.1,7826.66,960.29,2295.16,17963436.97,Motorcycle,31900,Oyingbo,17,Open Air,No,No,Yes
AGR-657097,FRM-04205,Yam,Kaduna,West Sophia,8/11/2022,Wet Season,37462.48,5,35589.36,1141.51,3391.9,120715550.2,Rail,21900,Gbagi Market,9,Cold Storage,No,No,No
AGR-657098,FRM-03741,Wheat,Kaduna,Wallacechester,7/13/2022,Wet Season,5976.46,31.1,4117.78,718.65,1659,6831397.02,Boat,11800,Oyingbo,8,Open Air,No,No,Yes
AGR-657099,FRM-05096,Rice,Plateau,North Daniel,5/21/2021,Dry Season,30432.31,34.8,19841.87,1568.88,3209.41,63680696,Truck,10300,Wuse Market,4,None,Yes,No,No
AGR-657100,FRM-07027,Plantain,Benue,New Justinfort,1/28/2022,Off-Season,25171.68,23.3,19306.68,1004.17,1860.19,35914093.07,Rail,42500,Oyingbo,9,Cold Storage,Yes,No,No
AGR-657101,FRM-06368,Cowpea,Imo,Chaseborough,6/18/2021,Off-Season,20280.72,9.6,18333.77,1872.41,4067.04,74564175.94,Rail,16700,Dawanau Market,17,Warehouse,Yes,No,Yes
AGR-657102,FRM-09668,Cassava,Ogun,Carriechester,3/21/2021,Wet Season,25726.86,13.2,22330.91,567.2,998.05,22287364.73,Truck,20800,Wuse Market,10,Open Air,No,Yes,No
AGR-657103,FRM-05310,Cowpea,Oyo,Lake Tammy,5/20/2023,Dry Season,16399.46,26.5,12053.6,1045.28,2828.11,34088906.7,Van,42200,Oja Oba,10,Open Air,Yes,Yes,Yes
AGR-657104,FRM-01719,Rice,Anambra,North Markland,12/4/2021,Wet Season,5194.72,4.5,4960.96,1020.51,3009.42,14929612.24,Motorcycle,10300,Wuse Market,16,Silo,Yes,Yes,No
AGR-657105,FRM-00284,Pepper,Borno,North Bianca,12/13/2021,Dry Season,12099.55,20.1,9667.54,1359.55,3208.17,31015111.8,Rail,23000,Mile 12,11,Silo,Yes,No,No
AGR-657106,FRM-02721,Sorghum,Benue,Bakerbury,1/23/2023,Dry Season,40214.46,24.3,30442.35,1008.87,2565.62,78103502.01,Truck,9200,Oja Oba,13,Open Air,Yes,No,Yes
AGR-657107,FRM-06191,Yam,Ogun,Port Bryce,7/17/2022,Wet Season,37395.44,9,34029.85,699.62,1443.83,49133318.33,Truck,27400,Oyingbo,17,None,No,Yes,No
AGR-657108,FRM-04468,Maize,Borno,Curryville,4/9/2022,Off-Season,30001.12,23.3,23010.86,691.29,1361.63,31332277.3,Rail,15500,Wuse Market,14,None,No,No,No
AGR-657109,FRM-05862,Cassava,Plateau,Melissamouth,10/18/2023,Off-Season,12616.32,3.7,12149.52,806.88,1462.79,17772196.36,Boat,14600,Eke Awka,12,Warehouse,No,No,No
AGR-657110,FRM-00089,Groundnut,Kaduna,North Thomasside,11/28/2023,Wet Season,41773.62,15.3,35382.26,1634.04,2458.62,86991532.08,Motorcycle,10000,Dawanau Market,15,None,Yes,No,Yes
AGR-657111,FRM-07899,Tomato,Plateau,Brentborough,9/13/2023,Dry Season,48250.44,33.9,31893.54,1239.95,1701.82,54277064.24,Rail,39200,Dawanau Market,5,Warehouse,No,No,Yes
AGR-657112,FRM-04551,Soybean,Borno,Michaelport,5/5/2022,Off-Season,45409.97,21.1,35828.47,433.08,1253.96,44927468.24,Truck,3200,Eke Awka,17,Open Air,Yes,Yes,Yes
AGR-657113,FRM-00598,Maize,Kaduna,Port Coreymouth,3/1/2021,Off-Season,31775.94,21.5,24944.11,207.57,478.99,11947979.25,Truck,2200,Kantin Kwari,16,Silo,Yes,Yes,Yes
AGR-657114,FRM-03310,Pepper,Benue,West Brandon,6/21/2023,Off-Season,8865.94,19.7,7119.35,469.29,1084.11,7718158.53,Boat,20500,Oyingbo,7,Silo,Yes,No,Yes
AGR-657115,FRM-03982,Groundnut,Anambra,East Danielle,12/26/2022,Off-Season,44482.63,31.6,30426.12,1246.72,2213.97,67362516.9,Rail,31400,Mile 12,14,None,Yes,Yes,Yes
AGR-657116,FRM-05983,Maize,Oyo,Andrewberg,5/24/2022,Wet Season,34728.36,25.8,25768.44,1204.76,2893.48,74560465.77,Rail,34000,Wuse Market,21,Silo,Yes,Yes,No
AGR-657117,FRM-03725,Soybean,Kaduna,East Luke,6/14/2022,Dry Season,15416.32,25.5,11485.16,1394.37,4109.29,47195853.14,Van,19100,Eke Awka,13,Silo,Yes,Yes,Yes
AGR-657118,FRM-05351,Wheat,Ogun,Lindastad,1/26/2023,Dry Season,23328.12,4.1,22371.67,718.48,1388.61,31065524.68,Truck,5700,Gbagi Market,3,Warehouse,Yes,Yes,No
AGR-657119,FRM-02812,Tomato,Ogun,Rachelchester,5/16/2022,Off-Season,38681.03,30.5,26883.32,694.94,1976.65,53138914.48,Motorcycle,4800,Wuse Market,2,None,No,No,Yes
AGR-657120,FRM-07181,Tomato,Ogun,East Brian,11/25/2022,Wet Season,22136.25,10.3,19856.22,615.14,1475.05,29288917.31,Rail,45700,Mile 12,14,Cold Storage,No,Yes,No
AGR-657121,FRM-01931,Soybean,Niger,Johnsontown,9/30/2023,Wet Season,10949.51,8.5,10018.8,1544.37,2280.95,22852381.86,Rail,20900,Gbagi Market,6,Warehouse,Yes,No,Yes
AGR-657122,FRM-03252,Groundnut,Benue,East Marissa,4/24/2022,Off-Season,2088.27,10.3,1873.18,813.91,2375.85,4450394.7,Rail,38900,Oja Oba,19,Open Air,Yes,Yes,Yes
AGR-657123,FRM-06024,Plantain,Ogun,North Danielhaven,10/3/2023,Dry Season,13774.78,29,9780.09,411.85,548.93,5368584.8,Truck,38900,Gbagi Market,18,Warehouse,Yes,No,No
AGR-657124,FRM-05862,Yam,Kano,South Wendy,11/17/2022,Off-Season,24204.23,19.6,19460.2,1499.91,2396.36,46633644.87,Truck,4200,Eke Awka,12,Cold Storage,Yes,Yes,No
AGR-657125,FRM-01313,Cowpea,Niger,East Cody,10/11/2021,Dry Season,49215.64,4.2,47148.58,962.74,2746.78,129506776.6,Rail,39400,Eke Awka,5,None,Yes,No,Yes
AGR-657126,FRM-07638,Tomato,Imo,Lake Stephanie,6/16/2021,Off-Season,47265.86,13.1,41074.03,1489.46,2115.25,86881841.96,Van,31500,Gbagi Market,16,None,No,Yes,Yes
AGR-657127,FRM-01270,Cassava,Cross River,Lake Tiffany,6/14/2021,Wet Season,27405.05,18,22472.14,868.05,2260.77,50804339.95,Truck,49400,Gbagi Market,20,None,No,Yes,Yes
AGR-657128,FRM-04183,Cowpea,Kano,Caldwellville,9/21/2023,Wet Season,6893.2,26.7,5052.72,1059.43,1882.92,9513867.54,Rail,14400,Wuse Market,1,Silo,Yes,Yes,Yes
AGR-657129,FRM-08529,Sorghum,Ogun,Kristinside,12/31/2022,Dry Season,21777.85,30.8,15070.27,612.61,1367.62,20610402.66,Van,41400,Kantin Kwari,12,Open Air,No,Yes,Yes
AGR-657130,FRM-00198,Rice,Borno,Hannahchester,6/25/2022,Wet Season,26025.18,22.3,20221.56,636.74,861.63,17423502.74,Boat,25600,Eke Awka,7,None,Yes,No,Yes
AGR-657131,FRM-09311,Tomato,Cross River,Jonesbury,8/17/2021,Dry Season,20780.6,28.2,14920.47,1617.9,2400.6,35818080.28,Van,24400,Oja Oba,11,Warehouse,Yes,No,Yes
AGR-657132,FRM-06466,Plantain,Anambra,East Gwendolyn,2/27/2023,Off-Season,6025.64,13.9,5188.08,494.96,1367.55,7094958.8,Van,48100,Dawanau Market,5,Open Air,No,Yes,Yes
AGR-657133,FRM-03283,Maize,Plateau,Port Margaret,10/12/2022,Off-Season,17110.05,6.9,15929.46,714.42,1024.6,16321324.72,Rail,24500,Dawanau Market,13,Warehouse,Yes,Yes,No
AGR-657134,FRM-04832,Maize,Niger,Lake Brenda,3/5/2022,Wet Season,7560.61,34.7,4937.08,505.54,1419.55,7008431.91,Rail,17100,Oja Oba,7,Open Air,No,No,No
AGR-657135,FRM-04721,Sorghum,Imo,Richardborough,6/27/2021,Off-Season,34913.29,6.3,32713.75,763.33,1838.74,60152080.67,Boat,28100,Gbagi Market,9,Silo,No,No,Yes
AGR-657136,FRM-08703,Cassava,Cross River,Jaredport,5/28/2021,Off-Season,44838.65,22.1,34929.31,637.9,1833.7,64049875.75,Truck,8200,Oyingbo,12,Warehouse,No,No,No
AGR-657137,FRM-08333,Groundnut,Kaduna,New Michealville,10/22/2023,Dry Season,36321.68,27.8,26224.25,1367.62,3880.15,101754023.6,Motorcycle,5700,Eke Awka,13,Warehouse,No,No,Yes
AGR-657138,FRM-01571,Soybean,Plateau,Peggymouth,7/5/2022,Wet Season,37410.1,2.4,36512.26,1079.25,2851.86,104127853.8,Rail,29900,Wuse Market,14,None,Yes,No,No
AGR-657139,FRM-02733,Cassava,Ogun,New Danielmouth,12/9/2023,Wet Season,799.62,2.8,777.23,387.8,1102.59,856966.03,Rail,28900,Dawanau Market,19,None,Yes,Yes,Yes
AGR-657140,FRM-08194,Wheat,Plateau,Dennismouth,9/28/2023,Wet Season,45249.15,26.3,33348.62,505.79,688.76,22969195.51,Van,27400,Kantin Kwari,4,Silo,Yes,Yes,No
AGR-657141,FRM-07751,Sorghum,Imo,Anthonyton,1/28/2023,Off-Season,27668.41,34.7,18067.47,1956.15,5616.31,101472512.4,Motorcycle,38400,Gbagi Market,19,Cold Storage,No,Yes,Yes
AGR-657142,FRM-09184,Wheat,Niger,West Mariahshire,11/20/2021,Dry Season,21060.52,23,16216.6,863.12,2095.97,33989507.1,Motorcycle,24300,Oja Oba,9,Warehouse,Yes,Yes,No
AGR-657143,FRM-05419,Soybean,Oyo,Port Patrick,8/7/2021,Off-Season,20180.44,5.5,19070.52,104.56,189.4,3611956.49,Motorcycle,29700,Kantin Kwari,2,Open Air,Yes,Yes,Yes
AGR-657144,FRM-02394,Sorghum,Niger,South Connor,8/30/2022,Off-Season,40735.34,31.9,27740.77,1955.09,3633.26,100789430,Van,2700,Eke Awka,6,Silo,No,No,No
AGR-657145,FRM-07551,Cassava,Benue,Williamsburgh,5/11/2021,Dry Season,38459.5,27.3,27960.06,1389.52,2395,66964343.7,Rail,44700,Oja Oba,9,Silo,Yes,Yes,No
AGR-657146,FRM-03536,Soybean,Benue,West Lucas,1/6/2022,Off-Season,27064.45,4.2,25927.74,1419.97,2651.8,68755180.93,Van,15200,Eke Awka,17,Open Air,Yes,No,No
AGR-657147,FRM-01024,Rice,Plateau,Lauraville,11/29/2021,Dry Season,22426.69,24,17044.28,772.66,2079.97,35451591.07,Boat,8200,Wuse Market,3,None,No,No,Yes
AGR-657148,FRM-01714,Sorghum,Kano,West Annahaven,7/19/2021,Off-Season,7119.27,25.8,5282.5,180.71,319.44,1687441.8,Truck,21400,Oyingbo,2,Cold Storage,Yes,No,Yes
AGR-657149,FRM-05529,Tomato,Zamfara,Lake Darrenhaven,11/4/2021,Dry Season,22825.28,5.7,21524.24,572.2,1535.11,33042076.07,Motorcycle,4300,Kantin Kwari,13,Warehouse,No,Yes,No
AGR-657150,FRM-07110,Maize,Borno,Port Williamborough,3/26/2023,Dry Season,3492.26,10,3143.03,1846.01,3260.87,10249012.24,Truck,42300,Eke Awka,5,None,Yes,No,No
AGR-657151,FRM-00765,Soybean,Plateau,Eatonbury,12/2/2021,Off-Season,13385.37,6.9,12461.78,443.98,1280.39,15955938.49,Truck,6100,Oyingbo,9,Open Air,No,Yes,No
AGR-657152,FRM-00275,Rice,Cross River,East Bradbury,11/14/2022,Dry Season,19205.86,20,15364.69,1332.59,3649.82,56078352.86,Boat,6600,Oja Oba,1,Cold Storage,Yes,Yes,Yes
AGR-657153,FRM-04433,Rice,Kano,South Vanessa,3/27/2021,Dry Season,30030.65,5.2,28469.06,1063.17,2230.89,63511341.26,Motorcycle,4100,Oyingbo,4,Cold Storage,Yes,Yes,No
AGR-657154,FRM-06584,Pepper,Kano,East Katherine,7/4/2023,Dry Season,34331.87,21.7,26881.85,1285.14,2059.18,55354567.88,Van,14900,Mile 12,14,Warehouse,No,Yes,No
AGR-657155,FRM-01281,Pepper,Kaduna,West Stanleyview,4/26/2023,Off-Season,47844.98,29.1,33922.09,487.7,902.18,30603831.16,Boat,46200,Mile 12,18,Silo,Yes,No,Yes
AGR-657156,FRM-02357,Tomato,Borno,Deborahstad,4/3/2022,Off-Season,18747.74,33.7,12429.75,636.82,831.49,10335212.83,Rail,8900,Oja Oba,6,Cold Storage,No,No,No
AGR-657157,FRM-01592,Sorghum,Oyo,Chadtown,6/11/2023,Wet Season,9660.93,4.3,9245.51,822.87,2264.92,20940340.51,Motorcycle,32500,Eke Awka,19,None,Yes,No,No
AGR-657158,FRM-06341,Plantain,Imo,Kimberlyville,4/18/2022,Off-Season,5753.05,20.5,4573.67,796.29,1774.84,8117532.46,Boat,31600,Wuse Market,8,Open Air,No,Yes,No
AGR-657159,FRM-01957,Tomato,Cross River,Petersonland,11/28/2023,Dry Season,17893.09,21.7,14010.29,420.09,1187.47,16636799.07,Van,19600,Oyingbo,3,Open Air,Yes,No,Yes
AGR-657160,FRM-01481,Plantain,Plateau,East Edwardtown,1/5/2023,Wet Season,30014.23,5.2,28453.49,1701.67,4561.11,129779497.8,Boat,12300,Oyingbo,9,None,No,Yes,No
AGR-657161,FRM-04499,Pepper,Zamfara,Hudsonmouth,7/7/2022,Off-Season,28568.53,25.2,21369.26,900.49,1208.88,25832871.03,Truck,23100,Gbagi Market,2,Silo,No,Yes,Yes
AGR-657162,FRM-05796,Cassava,Zamfara,West Alyssaburgh,12/15/2022,Dry Season,22044.4,28.7,15717.66,815.53,2399.32,37711695.99,Truck,19200,Eke Awka,19,Open Air,Yes,No,No
AGR-657163,FRM-08977,Plantain,Kano,Katherinetown,12/12/2022,Off-Season,32063.55,19.4,25843.22,752.62,2041.09,52748337.91,Boat,33300,Oyingbo,11,Open Air,Yes,No,No
AGR-657164,FRM-09200,Cassava,Oyo,Lake Danielbury,1/3/2023,Wet Season,39039.77,18.1,31973.57,647.74,1041.26,33292799.5,Truck,3400,Oja Oba,13,Warehouse,Yes,Yes,No
AGR-657165,FRM-05541,Rice,Niger,Scottview,5/22/2023,Off-Season,40460.6,11.4,35848.09,1591.19,4207.06,150815065.5,Van,20500,Mile 12,2,Open Air,Yes,No,No
AGR-657166,FRM-00811,Maize,Plateau,Michaelfort,7/13/2022,Wet Season,16584.77,2.6,16153.57,523.31,1108.03,17898640.17,Boat,39100,Dawanau Market,21,Cold Storage,Yes,Yes,No
AGR-657167,FRM-01100,Groundnut,Imo,Smithburgh,8/3/2021,Off-Season,41165.39,6.3,38571.97,1696.84,2455.49,94713086.62,Rail,38600,Kantin Kwari,14,Open Air,Yes,Yes,No
AGR-657168,FRM-02658,Groundnut,Kano,Thompsontown,7/28/2021,Wet Season,33656.34,2.5,32814.93,1483.17,3165.97,103891083.9,Truck,35200,Oyingbo,1,Warehouse,Yes,Yes,No
AGR-657169,FRM-08580,Cowpea,Ogun,Drakefurt,10/16/2022,Dry Season,44544.5,15,37862.82,795.77,1241.95,47023729.3,Boat,39500,Mile 12,14,Warehouse,Yes,No,No
AGR-657170,FRM-08194,Maize,Anambra,Lake Jason,9/21/2023,Dry Season,23104.82,11,20563.29,322.04,655.51,13479442.23,Boat,17400,Dawanau Market,9,Cold Storage,No,Yes,No
AGR-657171,FRM-01676,Sorghum,Anambra,New Bruceville,3/3/2021,Off-Season,22040.83,27.2,16045.72,1897.87,3225.97,51763011.35,Boat,3800,Gbagi Market,12,None,Yes,No,No
AGR-657172,FRM-09368,Pepper,Plateau,Juliefort,8/16/2021,Dry Season,9296.34,33,6228.55,443.6,772.09,4809001.17,Van,4200,Gbagi Market,14,Warehouse,No,No,No
AGR-657173,FRM-05963,Sorghum,Anambra,West Ryan,5/1/2023,Off-Season,30884.38,19.4,24892.81,461.03,1119.59,27869741.15,Truck,8500,Mile 12,3,Silo,No,Yes,Yes
AGR-657174,FRM-00011,Wheat,Borno,Edwardsmouth,3/6/2022,Off-Season,8804.76,5.2,8346.91,1980.43,4569.72,38143041.57,Truck,5200,Gbagi Market,5,Cold Storage,Yes,Yes,No
AGR-657175,FRM-04156,Sorghum,Zamfara,Port Karinaview,1/29/2021,Wet Season,14584.57,4.7,13899.1,933.66,2688.49,37367591.36,Boat,19200,Dawanau Market,16,Open Air,No,No,Yes
AGR-657176,FRM-02817,Cassava,Niger,Jeremyberg,11/16/2023,Wet Season,49662.25,16.3,41567.3,1268,2572.1,106915252.3,Motorcycle,9000,Eke Awka,6,Open Air,No,Yes,No
AGR-657177,FRM-09111,Groundnut,Niger,Tinashire,8/14/2023,Off-Season,7301.48,30.7,5059.93,147.03,392.27,1984858.74,Motorcycle,19400,Eke Awka,20,Warehouse,Yes,No,No
AGR-657178,FRM-05685,Wheat,Kano,South Noah,5/27/2022,Wet Season,35825.9,13.3,31061.06,747.69,2091.79,64973214.7,Rail,38000,Mile 12,4,Open Air,No,No,No
AGR-657179,FRM-05833,Plantain,Niger,East Garrettmouth,9/12/2021,Dry Season,23455.46,8.8,21391.38,708.62,1806.31,38639463.61,Rail,7200,Oja Oba,12,Cold Storage,Yes,Yes,Yes
AGR-657180,FRM-00066,Sorghum,Imo,North Michaelburgh,1/25/2022,Off-Season,44827.89,29,31827.8,584.49,1569.73,49961052.49,Boat,9600,Eke Awka,3,Silo,No,No,Yes
AGR-657181,FRM-01801,Pepper,Cross River,Wilsonberg,9/17/2022,Off-Season,25560.77,20.7,20269.69,245,602.58,12214109.8,Boat,39700,Kantin Kwari,1,Open Air,No,No,Yes
AGR-657182,FRM-03750,Cassava,Kaduna,New Troyside,11/15/2021,Off-Season,38274.21,21.6,30006.98,76.57,139.66,4190774.83,Van,11700,Kantin Kwari,20,Silo,Yes,Yes,No
AGR-657183,FRM-05939,Cowpea,Kaduna,Jamesshire,12/10/2021,Dry Season,37127.16,34.5,24318.29,1203.76,3250.22,79039792.52,Rail,26300,Oja Oba,21,Warehouse,Yes,No,Yes
AGR-657184,FRM-02392,Plantain,Borno,South Albertshire,2/4/2023,Off-Season,15210.72,13.8,13111.64,319.65,745.15,9770138.55,Motorcycle,3700,Mile 12,7,Warehouse,No,Yes,Yes
AGR-657185,FRM-07657,Sorghum,Ogun,Brewerfurt,10/27/2021,Off-Season,4292.27,22.8,3313.63,1523.03,2919.61,9674507.28,Van,37300,Oja Oba,15,Open Air,No,Yes,Yes
AGR-657186,FRM-03240,Sorghum,Imo,Harperland,6/26/2022,Off-Season,3694.06,32,2511.96,57.41,94.08,236325.2,Motorcycle,36900,Dawanau Market,6,Open Air,Yes,Yes,No
AGR-657187,FRM-05906,Sorghum,Zamfara,Jessicaville,9/14/2023,Off-Season,41704.79,5.4,39452.73,1388.7,2139.36,84403592.45,Boat,21100,Dawanau Market,7,None,No,Yes,No
AGR-657188,FRM-05846,Tomato,Kaduna,North Jenny,3/13/2021,Wet Season,6732.89,14.5,5756.62,958.97,1495.95,8611615.69,Truck,8100,Eke Awka,14,None,No,Yes,No
AGR-657189,FRM-08405,Sorghum,Anambra,Jamesport,1/31/2023,Wet Season,42631.7,12.8,37174.84,395.87,864.73,32146199.39,Truck,43200,Eke Awka,15,None,Yes,No,Yes
AGR-657190,FRM-06307,Maize,Borno,East Brentchester,8/16/2021,Off-Season,25742.53,17,21366.3,171.65,397.59,8495027.22,Motorcycle,48700,Eke Awka,16,Open Air,Yes,Yes,Yes
AGR-657191,FRM-09691,Cowpea,Plateau,Stephenstad,12/22/2023,Off-Season,44881.42,25.7,33346.9,605.01,1500.48,50036356.51,Rail,13600,Eke Awka,17,Warehouse,No,No,No
AGR-657192,FRM-07003,Soybean,Kaduna,Wyattstad,12/7/2021,Dry Season,13552,15,11519.2,1939.54,4189.06,48254619.95,Truck,19400,Eke Awka,2,Warehouse,Yes,No,Yes
AGR-657193,FRM-02952,Wheat,Imo,East Martinbury,10/1/2022,Wet Season,4382.39,33.2,2927.44,652.84,1720.95,5037977.87,Truck,40000,Mile 12,13,Silo,Yes,No,Yes
AGR-657194,FRM-09057,Cassava,Kano,Hatfieldchester,1/15/2021,Off-Season,13132.29,8.5,12016.05,605.12,1250.12,15021504.43,Truck,18400,Gbagi Market,2,Open Air,No,Yes,Yes
AGR-657195,FRM-09415,Cassava,Ogun,Smithmouth,9/17/2021,Dry Season,31658.55,33.1,21179.57,449.11,1330.96,28189160.49,Boat,12700,Eke Awka,12,Warehouse,No,Yes,No
AGR-657196,FRM-07360,Cassava,Zamfara,East Sarah,2/28/2023,Off-Season,31964.39,5.5,30206.35,242.11,318.34,9615889.46,Boat,29600,Wuse Market,11,Open Air,No,Yes,No
AGR-657197,FRM-02869,Maize,Benue,Stevenmouth,11/18/2021,Off-Season,21350.24,11.2,18959.01,110.47,277.03,5252214.54,Van,44300,Kantin Kwari,8,Open Air,Yes,Yes,Yes
AGR-657198,FRM-00110,Maize,Kano,Port Melanieland,9/18/2021,Off-Season,5503.87,17.2,4557.2,1380.21,2037.71,9286252.01,Motorcycle,17500,Gbagi Market,3,Silo,Yes,No,No
AGR-657199,FRM-09098,Tomato,Zamfara,Anthonyville,6/13/2023,Dry Season,35516.92,10.1,31929.71,221.09,550.76,17585607.08,Motorcycle,9900,Eke Awka,7,Silo,Yes,No,No
AGR-657200,FRM-05009,Cassava,Zamfara,North Cody,4/18/2023,Off-Season,41646.08,30.6,28902.38,1797.28,3734.73,107942585.7,Truck,28100,Mile 12,2,Open Air,Yes,Yes,Yes
